Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21.0,16.0,1385.0,2580.0
Chevrolet,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,18.0,13.0,1385.0,3357.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,21.0,16.0,1385.0,2996.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19.0,14.0,1385.0,2883.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,21.0,16.0,1385.0,3094.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21.0,16.0,1385.0,2885.0
Chevrolet,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2,Large,Extended Cab Pickup,17.0,12.0,1385.0,3419.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21.0,16.0,1385.0,2668.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19.0,14.0,1385.0,2789.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19.0,14.0,1385.0,3321.0
Chevrolet,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,18.0,13.0,1385.0,3342.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19.0,14.0,1385.0,3025.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21.0,16.0,1385.0,2653.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,21.0,16.0,1385.0,2740.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21.0,16.0,1385.0,2639.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19.0,14.0,1385.0,3067.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21.0,16.0,1385.0,2817.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19.0,14.0,1385.0,3350.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19.0,14.0,1385.0,3282.0
Chevrolet,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21.0,16.0,1385.0,2430.0
Chevrolet,1999,regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,3,Large,Extended Cab Pickup,17.0,13.0,1385.0,3696.0
Chevrolet,1999,regular unleaded,230.0,8.0,AUTOMATIC,four wheel drive,3,Large,Extended Cab Pickup,17.0,13.0,1385.0,4098.0
Chevrolet,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,17.0,13.0,1385.0,2949.0
Chevrolet,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,17.0,13.0,1385.0,3345.0
Chevrolet,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,17.0,13.0,1385.0,3034.0
Chevrolet,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,17.0,13.0,1385.0,2697.0
Chevrolet,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,18.0,12.0,1385.0,3360.0
Chevrolet,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,18.0,12.0,1385.0,3068.0
Chevrolet,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,18.0,12.0,1385.0,3090.0
Chevrolet,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,18.0,12.0,1385.0,2847.0
Mercedes-Benz,2012,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,18.0,12.0,617.0,74078.125
Mercedes-Benz,2012,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,18.0,12.0,617.0,74078.125
Mercedes-Benz,2012,premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2,Large,Coupe,24.0,15.0,617.0,74078.125
Mercedes-Benz,2012,premium unleaded (required),495.0,8.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,22.0,15.0,617.0,74078.125
Mercedes-Benz,2013,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,18.0,12.0,617.0,74078.125
Mercedes-Benz,2013,premium unleaded (required),495.0,8.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,22.0,15.0,617.0,74078.125
Mercedes-Benz,2013,premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2,Large,Coupe,24.0,15.0,617.0,74078.125
Mercedes-Benz,2013,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,18.0,12.0,617.0,74078.125
Mercedes-Benz,2014,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,18.0,12.0,617.0,74078.125
Mercedes-Benz,2014,premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2,Large,Coupe,24.0,15.0,617.0,74078.125
Mercedes-Benz,2014,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,18.0,12.0,617.0,74078.125
Mercedes-Benz,2014,premium unleaded (required),495.0,8.0,AUTOMATIC,rear wheel drive,2,Large,Coupe,22.0,15.0,617.0,74078.125
Mercedes-Benz,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,38.0,26.0,617.0,31500.0
Mercedes-Benz,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,32.0,24.0,617.0,33500.0
Mercedes-Benz,2015,premium unleaded (required),355.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,31.0,23.0,617.0,48500.0
Mercedes-Benz,2016,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,38.0,26.0,617.0,32050.0
Mercedes-Benz,2016,premium unleaded (required),375.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,31.0,23.0,617.0,49500.0
Mercedes-Benz,2016,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,33.0,24.0,617.0,34050.0
Mercedes-Benz,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38.0,26.0,617.0,32400.0
Mercedes-Benz,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,32.0,23.0,617.0,34400.0
Mercedes-Benz,2017,premium unleaded (required),375.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,30.0,23.0,617.0,49950.0
Acura,2001,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27.0,17.0,204.0,29980.0
Acura,2001,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27.0,17.0,204.0,27980.0
Acura,2002,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27.0,17.0,204.0,28030.0
Acura,2002,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27.0,17.0,204.0,30030.0
Acura,2003,premium unleaded (required),260.0,6.0,MANUAL,front wheel drive,2,Midsize,Coupe,26.0,17.0,204.0,32700.0
Acura,2003,premium unleaded (required),260.0,6.0,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27.0,17.0,204.0,30550.0
Acura,2003,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27.0,17.0,204.0,30350.0
Acura,2003,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27.0,17.0,204.0,28200.0
Acura,2003,premium unleaded (required),260.0,6.0,MANUAL,front wheel drive,2,Midsize,Coupe,26.0,17.0,204.0,30550.0
Chevrolet,2004,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31.0,22.0,1385.0,19505.0
Chevrolet,2005,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31.0,22.0,1385.0,19690.0
Mercedes-Benz,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25.0,17.0,617.0,54200.0
Mercedes-Benz,2007,premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2,Compact,Convertible,18.0,12.0,617.0,74078.125
Mercedes-Benz,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2,Compact,Coupe,25.0,17.0,617.0,46200.0
Mercedes-Benz,2007,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2,Compact,Convertible,22.0,15.0,617.0,62900.0
Mercedes-Benz,2007,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2,Compact,Coupe,22.0,15.0,617.0,54900.0
Mercedes-Benz,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2,Compact,Coupe,25.0,17.0,617.0,46450.0
Mercedes-Benz,2008,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2,Compact,Coupe,22.0,15.0,617.0,55150.0
Mercedes-Benz,2008,premium unleaded (required),495.0,8.0,AUTOMATIC,rear wheel drive,2,Compact,Coupe,19.0,12.0,617.0,74078.125
Mercedes-Benz,2008,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2,Compact,Convertible,21.0,15.0,617.0,63200.0
Mercedes-Benz,2008,premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2,Compact,Convertible,18.0,12.0,617.0,74078.125
Mercedes-Benz,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2,Compact,Convertible,25.0,17.0,617.0,54500.0
Mercedes-Benz,2009,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25.0,17.0,617.0,56100.0
Mercedes-Benz,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,21.0,15.0,617.0,64800.0
Mercedes-Benz,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,22.0,15.0,617.0,56800.0
Mercedes-Benz,2009,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,25.0,17.0,617.0,48100.0
Mercedes-Benz,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,26.0,17.0,617.0,73200.0
Mercedes-Benz,2015,premium unleaded (required),495.0,8.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22.0,16.0,617.0,74078.125
Mercedes-Benz,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,30.0,20.0,617.0,65990.0
Mercedes-Benz,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28.0,20.0,617.0,68490.0
Mercedes-Benz,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24.0,17.0,617.0,74078.125
Mercedes-Benz,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,30.0,20.0,617.0,66900.0
Mercedes-Benz,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,26.0,19.0,617.0,69400.0
Mercedes-Benz,2016,premium unleaded (required),495.0,8.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22.0,16.0,617.0,74078.125
Mercedes-Benz,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25.0,17.0,617.0,74078.125
Mercedes-Benz,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,26.0,17.0,617.0,74078.125
Mercedes-Benz,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,26.0,18.0,617.0,74078.125
Mercedes-Benz,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25.0,17.0,617.0,74078.125
Mercedes-Benz,2017,premium unleaded (required),495.0,8.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22.0,16.0,617.0,74078.125
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,33.0,24.0,1385.0,14410.0
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,33.0,24.0,1385.0,15120.0
Chevrolet,2008,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,30.0,22.0,1385.0,22335.0
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,33.0,24.0,1385.0,14410.0
Chevrolet,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,32.0,22.0,1385.0,19695.0
Chevrolet,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,33.0,24.0,1385.0,15120.0
Chevrolet,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,32.0,22.0,1385.0,19695.0
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,35.0,25.0,1385.0,16460.0
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,35.0,25.0,1385.0,15660.0
Chevrolet,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,30.0,22.0,1385.0,23425.0
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,35.0,25.0,1385.0,15660.0
Chevrolet,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,30.0,22.0,1385.0,23425.0
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,37.0,25.0,1385.0,14990.0
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,37.0,25.0,1385.0,14990.0
Chevrolet,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,35.0,25.0,1385.0,16460.0
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,37.0,25.0,1385.0,15670.0
Chevrolet,2010,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,30.0,22.0,1385.0,24535.0
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,37.0,25.0,1385.0,14990.0
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,37.0,25.0,1385.0,16470.0
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,37.0,25.0,1385.0,14990.0
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,37.0,25.0,1385.0,16470.0
Chevrolet,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,37.0,25.0,1385.0,15670.0
Chevrolet,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,20.0,14.0,1385.0,28340.0
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,23.0,17.0,1385.0,29480.0
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,4,Compact,Extended Cab Pickup,24.0,18.0,1385.0,23030.0
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,24.0,18.0,1385.0,20980.0
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,21.0,16.0,1385.0,30320.0
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,23.0,17.0,1385.0,26160.0
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,23.0,17.0,1385.0,27490.0
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,25.0,18.0,1385.0,22955.0
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,4,Compact,Extended Cab Pickup,25.0,18.0,1385.0,19730.0
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2,Compact,Regular Cab Pickup,23.0,17.0,1385.0,24440.0
Chevrolet,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,25.0,18.0,1385.0,17475.0
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,25.0,18.0,1385.0,24285.0
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,23.0,17.0,1385.0,26620.0
Chevrolet,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,25.0,18.0,1385.0,20370.0
Chevrolet,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,20.0,14.0,1385.0,27010.0
Chevrolet,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,21.0,16.0,1385.0,28460.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,25.0,19.0,1385.0,29220.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,27.0,20.0,1385.0,29550.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26.0,18.0,1385.0,25850.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26.0,18.0,1385.0,28630.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,27.0,20.0,1385.0,27110.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,27.0,20.0,1385.0,24330.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,25.0,19.0,1385.0,26885.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,30005.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,34415.0
Chevrolet,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4,Compact,Extended Cab Pickup,26.0,19.0,1385.0,21775.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,32085.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26.0,18.0,1385.0,30785.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,32385.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,34115.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,27.0,20.0,1385.0,25170.0
Chevrolet,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4,Compact,Extended Cab Pickup,26.0,19.0,1385.0,20120.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,27.0,20.0,1385.0,27630.0
Chevrolet,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,29705.0
Chevrolet,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,25.0,19.0,1385.0,31555.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,30665.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,32895.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,35000.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,30365.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,27.0,20.0,1385.0,28515.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,33195.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,25.0,19.0,1385.0,30030.0
Chevrolet,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4,Compact,Extended Cab Pickup,26.0,19.0,1385.0,20100.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,25.0,19.0,1385.0,32440.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26.0,18.0,1385.0,31670.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26.0,18.0,1385.0,26510.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,27.0,20.0,1385.0,30435.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,25.0,19.0,1385.0,27545.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,27.0,20.0,1385.0,24990.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,24.0,17.0,1385.0,35300.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,27.0,20.0,1385.0,27920.0
Chevrolet,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4,Compact,Extended Cab Pickup,26.0,19.0,1385.0,22435.0
Chevrolet,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,27.0,20.0,1385.0,25980.0
Chevrolet,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26.0,18.0,1385.0,29440.0
Dodge,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33.0,27.0,1851.0,2000.0
Dodge,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,32.0,25.0,1851.0,2000.0
Dodge,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,36.0,28.0,1851.0,2000.0
Dodge,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,31.0,23.0,1851.0,2000.0
Dodge,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,36.0,28.0,1851.0,2000.0
Dodge,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,36.0,28.0,1851.0,2000.0
Dodge,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,30.0,23.0,1851.0,2000.0
Dodge,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,35.0,28.0,1851.0,2000.0
Dodge,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,30.0,23.0,1851.0,2000.0
Dodge,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,35.0,28.0,1851.0,2000.0
Plymouth,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Wagon,26.0,21.0,535.0,2000.0
Plymouth,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,32.0,25.0,535.0,2000.0
Plymouth,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33.0,27.0,535.0,2000.0
Plymouth,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Wagon,26.0,21.0,535.0,2000.0
Plymouth,1992,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4,Compact,Wagon,24.0,19.0,535.0,2000.0
Plymouth,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,36.0,28.0,535.0,2000.0
Plymouth,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,36.0,28.0,535.0,2000.0
Plymouth,1993,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4,Compact,Wagon,24.0,19.0,535.0,2000.0
Plymouth,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,31.0,23.0,535.0,2000.0
Plymouth,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,36.0,28.0,535.0,2000.0
Plymouth,1993,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4,Compact,Wagon,26.0,19.0,535.0,2000.0
Plymouth,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Wagon,26.0,21.0,535.0,2000.0
Plymouth,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,Compact,Wagon,27.0,21.0,535.0,2000.0
Plymouth,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4,Compact,Wagon,25.0,19.0,535.0,2000.0
Plymouth,1994,regular unleaded,136.0,4.0,MANUAL,all wheel drive,4,Compact,Wagon,22.0,18.0,535.0,2000.0
